                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3317,                 14.814,                 2.9873,                0.00331,                0.99281,                0.75695,                0.50886,                 1.1032,                 11.716,                 2.0964,                0.00034,                0.00034,                0.00034
                      2,                0.99484,                 6.7561,                 1.5954,                0.00333,                      1,                0.56503,                0.36717,                0.89956,                 10.196,                 2.1358,             0.00068614,             0.00068614,             0.00068614
                      3,                0.95434,                 6.0803,                 1.5428,                0.00333,                      1,                0.04107,                0.02813,                0.91488,                 10.518,                 1.8933,               0.001018,               0.001018,               0.001018
                      4,                 1.0313,                 6.1119,                 1.6247,                0.90229,                0.81295,                0.93867,                0.60437,                 1.0248,                 8.6846,                  3.495,              0.0013357,              0.0013357,              0.0013357
                      5,                0.92995,                 5.2535,                 1.5203,                0.95563,                0.97842,                0.99044,                0.74255,                0.86948,                 5.4718,                 1.9893,               0.001639,               0.001639,               0.001639
                      6,                 1.0374,                 5.3736,                 1.6021,                0.96002,                0.96403,                0.99057,                 0.7389,                0.85666,                 7.3687,                 2.1917,               0.001802,               0.001802,               0.001802
                      7,                 1.0064,                 4.5041,                  1.553,                0.95434,                0.94964,                0.98406,                0.52202,                 1.1523,                 4.9437,                 3.1771,               0.001802,               0.001802,               0.001802
                      8,                0.97729,                 4.3687,                 1.5855,                0.98104,                0.95683,                0.99198,                0.69373,                 1.0223,                 4.0412,                 1.9652,              0.0017624,              0.0017624,              0.0017624
                      9,                0.91864,                 4.3623,                 1.4694,                0.97556,                0.86165,                0.95768,                0.62701,                  1.175,                 3.7757,                 1.8734,              0.0017228,              0.0017228,              0.0017228
                     10,                0.96112,                  3.685,                 1.4933,                 0.9652,                0.99783,                0.99407,                0.77755,                0.79019,                 3.5697,                 1.6983,              0.0016832,              0.0016832,              0.0016832
                     11,                0.80738,                 3.4862,                 1.3477,                0.95733,                0.96834,                 0.9844,                0.76887,                0.82568,                 3.4543,                 1.5389,              0.0016436,              0.0016436,              0.0016436
                     12,                0.81255,                 3.5273,                 1.3735,                      1,                 0.9916,                  0.995,                0.76836,                0.77784,                 3.3423,                 1.5932,               0.001604,               0.001604,               0.001604
                     13,                0.78071,                 2.9278,                 1.3071,                0.99809,                      1,                  0.995,                0.81194,                0.73227,                 3.2764,                 1.4983,              0.0015644,              0.0015644,              0.0015644
                     14,                0.99306,                 3.2945,                 1.5111,                 0.9323,                0.97122,                0.98666,                0.68646,                0.94225,                 4.0857,                 1.5989,              0.0015248,              0.0015248,              0.0015248
                     15,                0.80618,                 2.7616,                 1.3996,                0.98168,                      1,                0.99369,                0.80754,                0.85617,                 2.9738,                 1.6097,              0.0014852,              0.0014852,              0.0014852
                     16,                 0.8133,                 2.4731,                 1.3275,                0.99453,                0.99281,                  0.995,                0.74237,                0.83352,                   2.67,                 1.5114,              0.0014456,              0.0014456,              0.0014456
                     17,                0.88741,                 2.7952,                 1.3906,                0.99791,                      1,                  0.995,                0.74164,                0.91525,                 2.7637,                 1.5374,               0.001406,               0.001406,               0.001406
                     18,                0.86651,                 2.4481,                 1.3559,                0.97686,                      1,                0.99443,                0.83968,                0.71973,                 2.5115,                 1.4926,              0.0013664,              0.0013664,              0.0013664
                     19,                0.78327,                 2.1216,                 1.2908,                0.99392,                      1,                  0.995,                0.77837,                0.79365,                 2.1584,                 1.5802,              0.0013268,              0.0013268,              0.0013268
                     20,                0.81461,                 2.3051,                 1.3429,                0.99924,                      1,                  0.995,                0.78778,                0.72508,                 2.2965,                  1.496,              0.0012872,              0.0012872,              0.0012872
                     21,                0.74009,                 1.9688,                 1.2865,                0.99173,                      1,                0.99493,                0.84793,                0.68865,                 2.3665,                 1.4952,              0.0012476,              0.0012476,              0.0012476
                     22,                0.78534,                 1.9541,                 1.3481,                0.99866,                      1,                  0.995,                0.83883,                0.72098,                 2.0645,                 1.4957,               0.001208,               0.001208,               0.001208
                     23,                0.75696,                 1.9468,                 1.2664,                      1,                0.99994,                  0.995,                0.86551,                0.64433,                  1.527,                 1.4004,              0.0011684,              0.0011684,              0.0011684
                     24,                0.74386,                 1.7842,                 1.3003,                      1,                0.99174,                  0.995,                0.85567,                0.74452,                 1.4874,                 1.5706,              0.0011288,              0.0011288,              0.0011288
                     25,                0.74639,                 1.7844,                  1.271,                0.99969,                      1,                  0.995,                 0.8912,                0.62405,                 1.5836,                 1.4725,              0.0010892,              0.0010892,              0.0010892
                     26,                0.72786,                 1.6624,                 1.2629,                0.99942,                      1,                  0.995,                 0.8393,                0.70166,                 1.3837,                 1.4574,              0.0010496,              0.0010496,              0.0010496
                     27,                0.68679,                 1.4699,                 1.1921,                0.99927,                      1,                  0.995,                0.86946,                0.63951,                  1.195,                 1.4285,                0.00101,                0.00101,                0.00101
                     28,                0.69143,                 1.4306,                 1.2088,                0.99861,                      1,                  0.995,                0.88361,                0.63436,                 1.2056,                 1.4672,              0.0009704,              0.0009704,              0.0009704
                     29,                0.66604,                 1.3847,                 1.2432,                0.99942,                      1,                  0.995,                0.84076,                0.64038,                 1.0152,                 1.5145,              0.0009308,              0.0009308,              0.0009308
                     30,                0.69909,                 1.3224,                 1.2187,                0.99964,                      1,                  0.995,                0.88727,                0.57181,                0.92428,                 1.3867,              0.0008912,              0.0008912,              0.0008912
                     31,                0.65966,                 1.2843,                  1.177,                0.99946,                      1,                  0.995,                0.89619,                0.56653,                0.93306,                 1.3572,              0.0008516,              0.0008516,              0.0008516
                     32,                 0.6575,                 1.2346,                 1.1894,                 0.9995,                      1,                  0.995,                0.87927,                 0.5844,                0.87311,                  1.374,               0.000812,               0.000812,               0.000812
                     33,                0.64503,                 1.1896,                 1.1744,                0.99945,                      1,                  0.995,                0.88353,                0.54487,                0.87262,                 1.3261,              0.0007724,              0.0007724,              0.0007724
                     34,                 0.7117,                 1.2817,                 1.1849,                0.99948,                      1,                  0.995,                0.88733,                0.54852,                0.89453,                 1.3246,              0.0007328,              0.0007328,              0.0007328
                     35,                0.63949,                 1.1826,                 1.1359,                 0.9995,                      1,                  0.995,                0.90007,                0.51042,                0.83138,                 1.2836,              0.0006932,              0.0006932,              0.0006932
                     36,                0.55675,                 1.0065,                 1.1208,                0.99951,                      1,                  0.995,                0.87919,                0.55994,                 0.7875,                 1.3606,              0.0006536,              0.0006536,              0.0006536
                     37,                0.61986,                 1.0571,                 1.1757,                0.99953,                      1,                  0.995,                0.89828,                0.48805,                0.80322,                 1.2781,               0.000614,               0.000614,               0.000614
                     38,                0.62085,                 1.0716,                  1.157,                0.99959,                      1,                  0.995,                0.90322,                0.51618,                0.79237,                 1.2814,              0.0005744,              0.0005744,              0.0005744
                     39,                0.64301,                  1.019,                  1.146,                0.99956,                      1,                  0.995,                0.90869,                0.50157,                0.69776,                 1.2741,              0.0005348,              0.0005348,              0.0005348
                     40,                0.59534,                 1.0071,                 1.1397,                0.99957,                      1,                  0.995,                0.91065,                0.48065,                0.65279,                 1.2152,              0.0004952,              0.0004952,              0.0004952
                     41,                0.74252,                 1.6628,                 1.0149,                0.99953,                      1,                  0.995,                0.89456,                0.50701,                0.71913,                 1.2439,              0.0004556,              0.0004556,              0.0004556
                     42,                 0.8252,                 1.8222,                 1.0639,                0.99953,                      1,                  0.995,                0.90653,                 0.4548,                0.70296,                 1.1825,               0.000416,               0.000416,               0.000416
                     43,                0.78191,                 1.6495,                0.99694,                0.99957,                      1,                  0.995,                0.91517,                0.45032,                0.62407,                  1.181,              0.0003764,              0.0003764,              0.0003764
                     44,                0.69856,                 1.5411,                0.96716,                 0.9996,                      1,                  0.995,                0.91549,                0.44553,                0.62575,                 1.1666,              0.0003368,              0.0003368,              0.0003368
                     45,                0.61596,                   1.47,                 0.9532,                0.99959,                      1,                  0.995,                0.90947,                 0.4551,                  0.612,                  1.197,              0.0002972,              0.0002972,              0.0002972
                     46,                0.65283,                 1.4655,                0.96953,                 0.9996,                      1,                  0.995,                0.91724,                0.44428,                0.55667,                 1.1593,              0.0002576,              0.0002576,              0.0002576
                     47,                0.69829,                 1.4341,                0.97984,                 0.9996,                      1,                  0.995,                 0.9154,                0.43361,                0.56601,                 1.1371,               0.000218,               0.000218,               0.000218
                     48,                0.67266,                 1.4158,                 0.9557,                0.99959,                      1,                  0.995,                0.91351,                0.42306,                0.58133,                 1.1111,              0.0001784,              0.0001784,              0.0001784
                     49,                0.68274,                 1.4221,                 0.9206,                0.99958,                      1,                  0.995,                0.91331,                0.42154,                0.58813,                 1.1111,              0.0001388,              0.0001388,              0.0001388
                     50,                0.73088,                 1.4374,                0.94277,                0.99959,                      1,                  0.995,                0.91838,                 0.4177,                0.56915,                 1.1149,               9.92e-05,               9.92e-05,               9.92e-05
